Map: 100%|██████████| 10/10 [00:00<00:00, 25.13 examples/s]
/n/holylabs/LABS/dam_lab/Lab/sqin/envs/reason/lib/python3.11/site-packages/transformers/training_args.py:1575: FutureWarning: `evaluation_strategy` is deprecated and will be removed in version 4.46 of 🤗 Transformers. Use `eval_strategy` instead
  warnings.warn(
/n/home05/sqin/self-correct/sudoku/train.py:176: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `Trainer.__init__`. Use `processing_class` instead.
  trainer = Trainer(
Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
tokenized dataset DatasetDict({
    train: Dataset({
        features: ['input_ids'],
        num_rows: 26444
    })
    val: Dataset({
        features: ['input_ids'],
        num_rows: 16
    })
})
[2025-01-15 21:23:18,107] [INFO] [real_accelerator.py:158:get_accelerator] Setting ds_accelerator to cuda (auto detect)
{'loss': 1.0944, 'grad_norm': 8.25, 'learning_rate': 7.564296520423602e-08, 'epoch': 0.003025260928755105}
{'loss': 0.7842, 'grad_norm': 3.828125, 'learning_rate': 2.9500756429652045e-06, 'epoch': 0.1179851762214491}
{'loss': 0.7955, 'grad_norm': 3.53125, 'learning_rate': 3.0257186081694407e-06, 'epoch': 0.12101043715020421}
{'eval_valid_loss': 0.19073602557182312, 'eval_valid_runtime': 2.5767, 'eval_valid_samples_per_second': 6.209, 'eval_valid_steps_per_second': 3.105, 'epoch': 0.12101043715020421}
{'loss': 0.7804, 'grad_norm': 4.5625, 'learning_rate': 3.101361573373676e-06, 'epoch': 0.12403569807895931}
{'loss': 0.7575, 'grad_norm': 2.921875, 'learning_rate': 3.1770045385779123e-06, 'epoch': 0.1270609590077144}
{'loss': 0.7188, 'grad_norm': 3.0, 'learning_rate': 3.2526475037821486e-06, 'epoch': 0.13008621993646952}
{'loss': 0.7184, 'grad_norm': 3.40625, 'learning_rate': 3.3282904689863844e-06, 'epoch': 0.13311148086522462}
{'loss': 0.7397, 'grad_norm': 3.109375, 'learning_rate': 3.4039334341906206e-06, 'epoch': 0.13613674179397972}
{'loss': 0.7085, 'grad_norm': 3.078125, 'learning_rate': 3.479576399394857e-06, 'epoch': 0.13916200272273482}
{'loss': 0.7289, 'grad_norm': 3.125, 'learning_rate': 3.5552193645990922e-06, 'epoch': 0.14218726365148995}
{'loss': 0.7065, 'grad_norm': 2.734375, 'learning_rate': 3.6308623298033285e-06, 'epoch': 0.14521252458024506}
{'loss': 0.6998, 'grad_norm': 2.671875, 'learning_rate': 3.7065052950075647e-06, 'epoch': 0.14823778550900016}
{'loss': 0.7661, 'grad_norm': 2.640625, 'learning_rate': 3.7821482602118005e-06, 'epoch': 0.15126304643775526}
{'eval_valid_loss': 0.17621204257011414, 'eval_valid_runtime': 2.1639, 'eval_valid_samples_per_second': 7.394, 'eval_valid_steps_per_second': 3.697, 'epoch': 0.15126304643775526}
{'loss': 0.7139, 'grad_norm': 3.171875, 'learning_rate': 3.857791225416037e-06, 'epoch': 0.15428830736651036}
{'loss': 0.7066, 'grad_norm': 3.15625, 'learning_rate': 3.933434190620273e-06, 'epoch': 0.15731356829526547}
{'loss': 0.6985, 'grad_norm': 3.125, 'learning_rate': 4.009077155824508e-06, 'epoch': 0.16033882922402057}
{'loss': 0.6667, 'grad_norm': 2.875, 'learning_rate': 4.0847201210287446e-06, 'epoch': 0.16336409015277567}
{'loss': 0.6976, 'grad_norm': 3.5, 'learning_rate': 4.160363086232981e-06, 'epoch': 0.16638935108153077}
{'loss': 0.7004, 'grad_norm': 4.375, 'learning_rate': 4.236006051437216e-06, 'epoch': 0.16941461201028588}
{'loss': 0.6838, 'grad_norm': 2.84375, 'learning_rate': 4.311649016641452e-06, 'epoch': 0.172439872939041}
{'loss': 0.6524, 'grad_norm': 2.5, 'learning_rate': 4.387291981845689e-06, 'epoch': 0.1754651338677961}
{'loss': 0.6332, 'grad_norm': 2.859375, 'learning_rate': 4.462934947049925e-06, 'epoch': 0.1784903947965512}
{'loss': 0.6769, 'grad_norm': 6.21875, 'learning_rate': 4.53857791225416e-06, 'epoch': 0.1815156557253063}
{'eval_valid_loss': 0.1677377074956894, 'eval_valid_runtime': 2.1634, 'eval_valid_samples_per_second': 7.396, 'eval_valid_steps_per_second': 3.698, 'epoch': 0.1815156557253063}
{'loss': 0.6866, 'grad_norm': 2.875, 'learning_rate': 4.6142208774583965e-06, 'epoch': 0.18454091665406142}
{'loss': 0.6537, 'grad_norm': 3.046875, 'learning_rate': 4.689863842662633e-06, 'epoch': 0.18756617758281652}
{'loss': 0.6599, 'grad_norm': 3.59375, 'learning_rate': 4.765506807866869e-06, 'epoch': 0.19059143851157162}
{'loss': 0.6383, 'grad_norm': 3.09375, 'learning_rate': 4.841149773071105e-06, 'epoch': 0.19361669944032672}
{'loss': 0.687, 'grad_norm': 3.015625, 'learning_rate': 4.9167927382753406e-06, 'epoch': 0.19664196036908183}
{'loss': 0.6453, 'grad_norm': 2.96875, 'learning_rate': 4.992435703479577e-06, 'epoch': 0.19966722129783693}
{'loss': 0.6509, 'grad_norm': 3.40625, 'learning_rate': 5.068078668683812e-06, 'epoch': 0.20269248222659203}
{'loss': 0.6464, 'grad_norm': 2.96875, 'learning_rate': 5.143721633888049e-06, 'epoch': 0.20571774315534716}
{'loss': 0.6726, 'grad_norm': 2.96875, 'learning_rate': 5.219364599092285e-06, 'epoch': 0.20874300408410226}
{'loss': 0.6219, 'grad_norm': 2.9375, 'learning_rate': 5.29500756429652e-06, 'epoch': 0.21176826501285737}
{'eval_valid_loss': 0.16046351194381714, 'eval_valid_runtime': 2.2743, 'eval_valid_samples_per_second': 7.035, 'eval_valid_steps_per_second': 3.518, 'epoch': 0.21176826501285737}
{'loss': 0.626, 'grad_norm': 3.875, 'learning_rate': 5.370650529500757e-06, 'epoch': 0.21479352594161247}
{'loss': 0.622, 'grad_norm': 5.53125, 'learning_rate': 5.4462934947049925e-06, 'epoch': 0.21781878687036757}
{'loss': 0.6052, 'grad_norm': 3.671875, 'learning_rate': 5.521936459909229e-06, 'epoch': 0.22084404779912267}
{'loss': 0.6527, 'grad_norm': 4.4375, 'learning_rate': 5.597579425113465e-06, 'epoch': 0.22386930872787777}
{'loss': 0.6084, 'grad_norm': 3.453125, 'learning_rate': 5.673222390317701e-06, 'epoch': 0.22689456965663288}
{'loss': 0.6116, 'grad_norm': 3.4375, 'learning_rate': 5.7488653555219365e-06, 'epoch': 0.22991983058538798}
{'loss': 0.6069, 'grad_norm': 2.875, 'learning_rate': 5.824508320726174e-06, 'epoch': 0.23294509151414308}
{'loss': 0.6257, 'grad_norm': 2.890625, 'learning_rate': 5.900151285930409e-06, 'epoch': 0.2359703524428982}
{'loss': 0.6195, 'grad_norm': 3.515625, 'learning_rate': 5.975794251134644e-06, 'epoch': 0.23899561337165331}
{'loss': 0.6059, 'grad_norm': 4.53125, 'learning_rate': 6.0514372163388815e-06, 'epoch': 0.24202087430040842}
{'eval_valid_loss': 0.15324026346206665, 'eval_valid_runtime': 2.1689, 'eval_valid_samples_per_second': 7.377, 'eval_valid_steps_per_second': 3.689, 'epoch': 0.24202087430040842}
{'loss': 0.6087, 'grad_norm': 6.75, 'learning_rate': 6.127080181543117e-06, 'epoch': 0.24504613522916352}
{'loss': 0.5827, 'grad_norm': 3.6875, 'learning_rate': 6.202723146747352e-06, 'epoch': 0.24807139615791862}
{'loss': 0.5862, 'grad_norm': 3.796875, 'learning_rate': 6.278366111951589e-06, 'epoch': 0.2510966570866737}
{'loss': 0.5959, 'grad_norm': 3.75, 'learning_rate': 6.354009077155825e-06, 'epoch': 0.2541219180154288}
{'loss': 0.5928, 'grad_norm': 3.53125, 'learning_rate': 6.429652042360061e-06, 'epoch': 0.25714717894418393}
{'loss': 0.6043, 'grad_norm': 5.40625, 'learning_rate': 6.505295007564297e-06, 'epoch': 0.26017243987293903}
{'loss': 0.5775, 'grad_norm': 3.71875, 'learning_rate': 6.580937972768533e-06, 'epoch': 0.26319770080169413}
{'loss': 0.5743, 'grad_norm': 3.40625, 'learning_rate': 6.656580937972769e-06, 'epoch': 0.26622296173044924}
{'loss': 0.6367, 'grad_norm': 5.21875, 'learning_rate': 6.732223903177005e-06, 'epoch': 0.26924822265920434}
{'loss': 0.5861, 'grad_norm': 4.125, 'learning_rate': 6.807866868381241e-06, 'epoch': 0.27227348358795944}
{'eval_valid_loss': 0.14377188682556152, 'eval_valid_runtime': 2.1818, 'eval_valid_samples_per_second': 7.333, 'eval_valid_steps_per_second': 3.667, 'epoch': 0.27227348358795944}
{'loss': 0.5714, 'grad_norm': 3.6875, 'learning_rate': 6.883509833585477e-06, 'epoch': 0.27529874451671454}
{'loss': 0.5643, 'grad_norm': 3.859375, 'learning_rate': 6.959152798789714e-06, 'epoch': 0.27832400544546965}
{'loss': 0.543, 'grad_norm': 3.3125, 'learning_rate': 7.034795763993949e-06, 'epoch': 0.2813492663742248}
{'loss': 0.5847, 'grad_norm': 3.609375, 'learning_rate': 7.1104387291981845e-06, 'epoch': 0.2843745273029799}
{'loss': 0.5533, 'grad_norm': 6.1875, 'learning_rate': 7.1860816944024215e-06, 'epoch': 0.287399788231735}
{'loss': 0.5528, 'grad_norm': 4.59375, 'learning_rate': 7.261724659606657e-06, 'epoch': 0.2904250491604901}
{'loss': 0.5429, 'grad_norm': 3.390625, 'learning_rate': 7.337367624810892e-06, 'epoch': 0.2934503100892452}
{'loss': 0.5641, 'grad_norm': 3.90625, 'learning_rate': 7.413010590015129e-06, 'epoch': 0.2964755710180003}
{'loss': 0.5582, 'grad_norm': 3.65625, 'learning_rate': 7.488653555219365e-06, 'epoch': 0.2995008319467554}
{'loss': 0.542, 'grad_norm': 3.609375, 'learning_rate': 7.564296520423601e-06, 'epoch': 0.3025260928755105}
{'eval_valid_loss': 0.1371665596961975, 'eval_valid_runtime': 2.184, 'eval_valid_samples_per_second': 7.326, 'eval_valid_steps_per_second': 3.663, 'epoch': 0.3025260928755105}
{'loss': 0.5402, 'grad_norm': 3.703125, 'learning_rate': 7.639939485627837e-06, 'epoch': 0.3055513538042656}
{'loss': 0.5345, 'grad_norm': 4.0625, 'learning_rate': 7.715582450832073e-06, 'epoch': 0.3085766147330207}
{'loss': 0.5553, 'grad_norm': 3.5625, 'learning_rate': 7.791225416036308e-06, 'epoch': 0.31160187566177583}
{'loss': 0.5465, 'grad_norm': 4.375, 'learning_rate': 7.866868381240546e-06, 'epoch': 0.31462713659053093}
{'loss': 0.5234, 'grad_norm': 4.15625, 'learning_rate': 7.94251134644478e-06, 'epoch': 0.31765239751928603}
{'loss': 0.5442, 'grad_norm': 4.75, 'learning_rate': 8.018154311649017e-06, 'epoch': 0.32067765844804114}
{'loss': 0.5332, 'grad_norm': 4.375, 'learning_rate': 8.093797276853253e-06, 'epoch': 0.32370291937679624}
{'loss': 0.5364, 'grad_norm': 4.03125, 'learning_rate': 8.169440242057489e-06, 'epoch': 0.32672818030555134}
{'loss': 0.5108, 'grad_norm': 3.75, 'learning_rate': 8.245083207261725e-06, 'epoch': 0.32975344123430644}
{'loss': 0.524, 'grad_norm': 4.03125, 'learning_rate': 8.320726172465962e-06, 'epoch': 0.33277870216306155}
{'eval_valid_loss': 0.133206307888031, 'eval_valid_runtime': 2.1702, 'eval_valid_samples_per_second': 7.373, 'eval_valid_steps_per_second': 3.686, 'epoch': 0.33277870216306155}
{'loss': 0.5313, 'grad_norm': 3.640625, 'learning_rate': 8.396369137670198e-06, 'epoch': 0.33580396309181665}
{'loss': 0.5157, 'grad_norm': 3.703125, 'learning_rate': 8.472012102874432e-06, 'epoch': 0.33882922402057175}
{'loss': 0.5147, 'grad_norm': 3.59375, 'learning_rate': 8.54765506807867e-06, 'epoch': 0.34185448494932685}
{'loss': 0.5059, 'grad_norm': 3.421875, 'learning_rate': 8.623298033282905e-06, 'epoch': 0.344879745878082}
{'loss': 0.5352, 'grad_norm': 4.28125, 'learning_rate': 8.698940998487141e-06, 'epoch': 0.3479050068068371}
{'loss': 0.515, 'grad_norm': 4.03125, 'learning_rate': 8.774583963691377e-06, 'epoch': 0.3509302677355922}
{'loss': 0.5312, 'grad_norm': 5.53125, 'learning_rate': 8.850226928895614e-06, 'epoch': 0.3539555286643473}
{'loss': 0.5267, 'grad_norm': 5.875, 'learning_rate': 8.92586989409985e-06, 'epoch': 0.3569807895931024}
{'loss': 0.5235, 'grad_norm': 3.921875, 'learning_rate': 9.001512859304086e-06, 'epoch': 0.3600060505218575}
{'loss': 0.5116, 'grad_norm': 5.0625, 'learning_rate': 9.07715582450832e-06, 'epoch': 0.3630313114506126}
{'eval_valid_loss': 0.1298738569021225, 'eval_valid_runtime': 2.1685, 'eval_valid_samples_per_second': 7.378, 'eval_valid_steps_per_second': 3.689, 'epoch': 0.3630313114506126}
{'loss': 0.5132, 'grad_norm': 4.40625, 'learning_rate': 9.152798789712557e-06, 'epoch': 0.36605657237936773}
{'loss': 0.5366, 'grad_norm': 4.53125, 'learning_rate': 9.228441754916793e-06, 'epoch': 0.36908183330812283}
{'loss': 0.5134, 'grad_norm': 2.953125, 'learning_rate': 9.30408472012103e-06, 'epoch': 0.37210709423687793}
{'loss': 0.517, 'grad_norm': 4.40625, 'learning_rate': 9.379727685325265e-06, 'epoch': 0.37513235516563304}
{'loss': 0.5049, 'grad_norm': 3.5, 'learning_rate': 9.455370650529502e-06, 'epoch': 0.37815761609438814}
{'loss': 0.4859, 'grad_norm': 3.984375, 'learning_rate': 9.531013615733738e-06, 'epoch': 0.38118287702314324}
{'loss': 0.5293, 'grad_norm': 3.953125, 'learning_rate': 9.606656580937972e-06, 'epoch': 0.38420813795189834}
{'loss': 0.5155, 'grad_norm': 4.3125, 'learning_rate': 9.68229954614221e-06, 'epoch': 0.38723339888065345}
{'loss': 0.4906, 'grad_norm': 3.15625, 'learning_rate': 9.757942511346445e-06, 'epoch': 0.39025865980940855}
{'loss': 0.4944, 'grad_norm': 4.46875, 'learning_rate': 9.833585476550681e-06, 'epoch': 0.39328392073816365}
{'eval_valid_loss': 0.127329483628273, 'eval_valid_runtime': 2.5047, 'eval_valid_samples_per_second': 6.388, 'eval_valid_steps_per_second': 3.194, 'epoch': 0.39328392073816365}
{'loss': 0.5203, 'grad_norm': 4.5, 'learning_rate': 9.909228441754917e-06, 'epoch': 0.39630918166691875}
{'loss': 0.5276, 'grad_norm': 4.125, 'learning_rate': 9.984871406959154e-06, 'epoch': 0.39933444259567386}
{'loss': 0.5176, 'grad_norm': 7.125, 'learning_rate': 9.993276180870736e-06, 'epoch': 0.40235970352442896}
{'loss': 0.5064, 'grad_norm': 3.390625, 'learning_rate': 9.984871406959154e-06, 'epoch': 0.40538496445318406}
{'loss': 0.5, 'grad_norm': 3.859375, 'learning_rate': 9.976466633047572e-06, 'epoch': 0.4084102253819392}
{'loss': 0.5029, 'grad_norm': 3.375, 'learning_rate': 9.96806185913599e-06, 'epoch': 0.4114354863106943}
{'loss': 0.4863, 'grad_norm': 3.484375, 'learning_rate': 9.959657085224408e-06, 'epoch': 0.4144607472394494}
{'loss': 0.515, 'grad_norm': 3.71875, 'learning_rate': 9.951252311312827e-06, 'epoch': 0.4174860081682045}
{'loss': 0.4821, 'grad_norm': 4.09375, 'learning_rate': 9.942847537401245e-06, 'epoch': 0.42051126909695963}
{'loss': 0.5064, 'grad_norm': 3.875, 'learning_rate': 9.934442763489663e-06, 'epoch': 0.42353653002571473}
{'eval_valid_loss': 0.12539546191692352, 'eval_valid_runtime': 2.7636, 'eval_valid_samples_per_second': 5.79, 'eval_valid_steps_per_second': 2.895, 'epoch': 0.42353653002571473}
{'loss': 0.483, 'grad_norm': 3.84375, 'learning_rate': 9.926037989578081e-06, 'epoch': 0.42656179095446983}
{'loss': 0.4858, 'grad_norm': 3.421875, 'learning_rate': 9.9176332156665e-06, 'epoch': 0.42958705188322494}
{'loss': 0.5312, 'grad_norm': 3.8125, 'learning_rate': 9.909228441754917e-06, 'epoch': 0.43261231281198004}
{'loss': 0.4995, 'grad_norm': 3.359375, 'learning_rate': 9.900823667843335e-06, 'epoch': 0.43563757374073514}
{'loss': 0.5046, 'grad_norm': 3.375, 'learning_rate': 9.892418893931755e-06, 'epoch': 0.43866283466949024}
{'loss': 0.4745, 'grad_norm': 3.703125, 'learning_rate': 9.884014120020173e-06, 'epoch': 0.44168809559824534}
{'loss': 0.5197, 'grad_norm': 3.1875, 'learning_rate': 9.87560934610859e-06, 'epoch': 0.44471335652700045}
{'loss': 0.4981, 'grad_norm': 4.65625, 'learning_rate': 9.867204572197009e-06, 'epoch': 0.44773861745575555}
{'loss': 0.4822, 'grad_norm': 4.0625, 'learning_rate': 9.858799798285427e-06, 'epoch': 0.45076387838451065}
{'loss': 0.5033, 'grad_norm': 4.125, 'learning_rate': 9.850395024373845e-06, 'epoch': 0.45378913931326575}
{'eval_valid_loss': 0.1233895942568779, 'eval_valid_runtime': 2.1689, 'eval_valid_samples_per_second': 7.377, 'eval_valid_steps_per_second': 3.688, 'epoch': 0.45378913931326575}
{'loss': 0.486, 'grad_norm': 4.90625, 'learning_rate': 9.841990250462263e-06, 'epoch': 0.45681440024202086}
{'loss': 0.4842, 'grad_norm': 4.09375, 'learning_rate': 9.833585476550681e-06, 'epoch': 0.45983966117077596}
{'loss': 0.4798, 'grad_norm': 4.375, 'learning_rate': 9.825180702639099e-06, 'epoch': 0.46286492209953106}
{'loss': 0.4943, 'grad_norm': 3.46875, 'learning_rate': 9.816775928727517e-06, 'epoch': 0.46589018302828616}
{'loss': 0.4683, 'grad_norm': 3.703125, 'learning_rate': 9.808371154815937e-06, 'epoch': 0.4689154439570413}
{'loss': 0.4815, 'grad_norm': 3.390625, 'learning_rate': 9.799966380904355e-06, 'epoch': 0.4719407048857964}
{'loss': 0.4738, 'grad_norm': 3.375, 'learning_rate': 9.791561606992773e-06, 'epoch': 0.4749659658145515}
{'loss': 0.5049, 'grad_norm': 3.15625, 'learning_rate': 9.783156833081191e-06, 'epoch': 0.47799122674330663}
{'loss': 0.4943, 'grad_norm': 3.328125, 'learning_rate': 9.774752059169609e-06, 'epoch': 0.48101648767206173}
{'loss': 0.4935, 'grad_norm': 8.125, 'learning_rate': 9.766347285258027e-06, 'epoch': 0.48404174860081683}
{'eval_valid_loss': 0.12216892093420029, 'eval_valid_runtime': 2.2109, 'eval_valid_samples_per_second': 7.237, 'eval_valid_steps_per_second': 3.619, 'epoch': 0.48404174860081683}
{'loss': 0.4846, 'grad_norm': 3.828125, 'learning_rate': 9.757942511346445e-06, 'epoch': 0.48706700952957194}
{'loss': 0.489, 'grad_norm': 5.71875, 'learning_rate': 9.749537737434865e-06, 'epoch': 0.49009227045832704}
{'loss': 0.5002, 'grad_norm': 5.4375, 'learning_rate': 9.741132963523283e-06, 'epoch': 0.49311753138708214}
{'loss': 0.4863, 'grad_norm': 3.5, 'learning_rate': 9.7327281896117e-06, 'epoch': 0.49614279231583724}
{'loss': 0.5085, 'grad_norm': 4.65625, 'learning_rate': 9.724323415700119e-06, 'epoch': 0.49916805324459235}
{'loss': 0.5119, 'grad_norm': 3.5625, 'learning_rate': 9.715918641788537e-06, 'epoch': 0.5021933141733474}
{'loss': 0.4794, 'grad_norm': 3.40625, 'learning_rate': 9.707513867876955e-06, 'epoch': 0.5052185751021026}
{'loss': 0.471, 'grad_norm': 3.703125, 'learning_rate': 9.699109093965373e-06, 'epoch': 0.5082438360308577}
{'loss': 0.4877, 'grad_norm': 3.515625, 'learning_rate': 9.69070432005379e-06, 'epoch': 0.5112690969596128}
{'loss': 0.4833, 'grad_norm': 4.875, 'learning_rate': 9.68229954614221e-06, 'epoch': 0.5142943578883679}
{'eval_valid_loss': 0.12081421911716461, 'eval_valid_runtime': 2.1707, 'eval_valid_samples_per_second': 7.371, 'eval_valid_steps_per_second': 3.686, 'epoch': 0.5142943578883679}
{'loss': 0.4839, 'grad_norm': 4.09375, 'learning_rate': 9.673894772230628e-06, 'epoch': 0.517319618817123}
{'loss': 0.4948, 'grad_norm': 3.53125, 'learning_rate': 9.665489998319046e-06, 'epoch': 0.5203448797458781}
{'loss': 0.4701, 'grad_norm': 3.0625, 'learning_rate': 9.657085224407464e-06, 'epoch': 0.5233701406746332}
{'loss': 0.4849, 'grad_norm': 5.84375, 'learning_rate': 9.648680450495882e-06, 'epoch': 0.5263954016033883}
{'loss': 0.4972, 'grad_norm': 3.609375, 'learning_rate': 9.6402756765843e-06, 'epoch': 0.5294206625321434}
{'loss': 0.4806, 'grad_norm': 3.4375, 'learning_rate': 9.631870902672718e-06, 'epoch': 0.5324459234608985}
{'loss': 0.4852, 'grad_norm': 3.078125, 'learning_rate': 9.623466128761138e-06, 'epoch': 0.5354711843896536}
{'loss': 0.4609, 'grad_norm': 3.640625, 'learning_rate': 9.615061354849556e-06, 'epoch': 0.5384964453184087}
{'loss': 0.4844, 'grad_norm': 3.96875, 'learning_rate': 9.606656580937972e-06, 'epoch': 0.5415217062471638}
{'loss': 0.4839, 'grad_norm': 3.546875, 'learning_rate': 9.598251807026392e-06, 'epoch': 0.5445469671759189}
{'eval_valid_loss': 0.12033376097679138, 'eval_valid_runtime': 2.1648, 'eval_valid_samples_per_second': 7.391, 'eval_valid_steps_per_second': 3.696, 'epoch': 0.5445469671759189}
{'loss': 0.4751, 'grad_norm': 5.21875, 'learning_rate': 9.58984703311481e-06, 'epoch': 0.547572228104674}
{'loss': 0.4779, 'grad_norm': 3.703125, 'learning_rate': 9.581442259203228e-06, 'epoch': 0.5505974890334291}
